"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CCDC1251",1.30363906850642e-244,0.272323141202649,0.343,0.189,5.73861917956525e-240,"Goblet","CCDC125"
"OPHN1",1.70059249968164e-242,0.303366916380353,0.445,0.279,7.48600818359859e-238,"Goblet","OPHN1"
"ETV6",5.79623824448816e-241,0.252100712297635,0.702,0.589,2.55150407522369e-236,"Goblet","ETV6"
"PTPRF",7.81441112688175e-241,0.304049107763136,0.643,0.513,3.43990377805335e-236,"Goblet","PTPRF"
"MCTP21",5.48824597557669e-240,0.292904606702781,0.604,0.469,2.41592587844886e-235,"Goblet","MCTP2"
"CAPN5",8.11059999708905e-240,0.273031522579362,0.35,0.197,3.5702861187186e-235,"Goblet","CAPN5"
"TSPAN1",1.73365073120335e-239,0.2635473190658,0.293,0.149,7.63153051875716e-235,"Goblet","TSPAN1"
"DDX60L",2.35422966176323e-239,0.289129092967684,0.408,0.245,1.03633189710817e-234,"Goblet","DDX60L"
"TAGLN",2.15094595132396e-237,0.252020689286072,0.313,0.163,9.46846407772807e-233,"Goblet","TAGLN"
"SLC38A2",3.77176587164926e-232,0.277449895725117,0.404,0.245,1.6603313367e-227,"Goblet","SLC38A2"
"CHD61",3.57304797655081e-231,0.281398488133916,0.423,0.265,1.57285571927767e-226,"Goblet","CHD6"
"FA2H1",5.41736725378161e-230,0.257677690269116,0.297,0.157,2.38472506511466e-225,"Goblet","FA2H"
"XKR9",2.10969163666495e-229,0.300321269896663,0.538,0.376,9.2868625845991e-225,"Goblet","XKR9"
"ABHD2",2.33194828172034e-227,0.300134352583982,0.574,0.427,1.02652363361329e-222,"Goblet","ABHD2"
"UAP1",6.00239321824128e-224,0.2614961098582,0.362,0.209,2.64225349466981e-219,"Goblet","UAP1"
"FOS",6.53393549156624e-221,0.259875323730897,0.295,0.155,2.87623840338746e-216,"Goblet","FOS"
"SRSF5",2.1371101996451e-220,0.279813238471303,0.499,0.341,9.40755909883775e-216,"Goblet","SRSF5"
"PEAK1",3.58720514862615e-218,0.268166740600833,0.645,0.514,1.57908770642523e-213,"Goblet","PEAK1"
"CMTM8",7.90822498292858e-218,0.290230234796083,0.422,0.269,3.48120063748516e-213,"Goblet","CMTM8"
"GOPC",2.39747268812467e-216,0.258097455642284,0.334,0.19,1.05536747731248e-211,"Goblet","GOPC"
"ETS21",2.52260462696848e-215,0.282248664299267,0.579,0.435,1.11045055679153e-210,"Goblet","ETS2"
"TPM4",5.71240516110463e-215,0.262204250142043,0.364,0.216,2.51460075191826e-210,"Goblet","TPM4"
"AGO4",2.91743460104628e-212,0.251908774403684,0.329,0.187,1.28425471138057e-207,"Goblet","AGO4"
"GRHL21",3.40322622923492e-210,0.281992247116678,0.506,0.355,1.49810018610921e-205,"Goblet","GRHL2"
"RFFL",4.32066623551546e-210,0.258818562609814,0.348,0.203,1.90195727687391e-205,"Goblet","RFFL"
"RALGPS2",2.60031254923935e-206,0.259317756576222,0.64,0.507,1.14465758417516e-201,"Goblet","RALGPS2"
"IL13RA1",1.11529093670909e-202,0.262718203468647,0.421,0.267,4.9095107033934e-198,"Goblet","IL13RA1"
"EDEM3",2.49868053813632e-202,0.264037238442235,0.428,0.279,1.09991917288761e-197,"Goblet","EDEM3"
"WRN",6.42385069744196e-201,0.261543225842716,0.393,0.245,2.82777907701395e-196,"Goblet","WRN"
"PSD31",1.71316054899075e-198,0.250185220322223,0.696,0.558,7.54133273665728e-194,"Goblet","PSD3"
"SRGAP11",7.39969464141485e-198,0.268975978298736,0.534,0.384,3.25734558115082e-193,"Goblet","SRGAP1"
"GALNT10",1.85515217986691e-196,0.265148963234965,0.42,0.273,8.16637989577414e-192,"Goblet","GALNT10"
"XPNPEP1",1.47539606662076e-194,0.256744277332146,0.421,0.27,6.49469348526458e-190,"Goblet","XPNPEP1"
"EPB41L2",5.62321364946152e-194,0.268971710946052,0.437,0.287,2.47533864849296e-189,"Goblet","EPB41L2"
"TMCC1",2.20390514165178e-193,0.270577880991387,0.527,0.385,9.70159043355116e-189,"Goblet","TMCC1"
"RPS6KA3",7.46848349573964e-189,0.264272370540141,0.556,0.422,3.28762643482459e-184,"Goblet","RPS6KA3"
"JAK1",4.17600916774197e-188,0.254111687376853,0.54,0.392,1.83827923564002e-183,"Goblet","JAK1"
"TRANK1",2.36065979097191e-187,0.271453222101196,0.418,0.271,1.03916243998583e-182,"Goblet","TRANK1"
"LDLR",8.74154073854306e-186,0.257429059643576,0.363,0.222,3.84802623310665e-181,"Goblet","LDLR"
"EHF1",2.7086787246861e-185,0.258654015215075,0.378,0.24,1.19236037460682e-180,"Goblet","EHF"
"AHI11",9.3225741124493e-185,0.25863806775726,0.404,0.264,4.10379712430018e-180,"Goblet","AHI1"
"SLC30A7",1.91480008222128e-179,0.253107829029298,0.42,0.281,8.42894996193808e-175,"Goblet","SLC30A7"
"ELF3",7.04308399681067e-176,0.257851011967754,0.595,0.475,3.10036557539606e-171,"Goblet","ELF3"
"STRN",9.03611268002514e-175,0.255329854827587,0.508,0.37,3.97769680174707e-170,"Goblet","STRN"
"RAP1A",7.03917701577513e-174,0.252873279730745,0.575,0.443,3.09864572234421e-169,"Goblet","RAP1A"
"LINC017251",8.02488309155079e-173,0.275288318195039,0.384,0.249,3.53255353690066e-168,"Goblet","LINC01725"
"VPS53",5.43572616572839e-172,0.257275419833865,0.526,0.392,2.39280665815364e-167,"Goblet","VPS53"
"EGFR",6.10368425582904e-170,0.255877436686948,0.54,0.405,2.68684180941594e-165,"Goblet","EGFR"
"KRT201",8.40020486345164e-170,0.257348604242623,0.523,0.38,3.69777018089141e-165,"Goblet","KRT20"
"LINC011842",1.92110452138373e-164,0.253341648742891,0.427,0.289,8.45670210313117e-160,"Goblet","LINC01184"
"KRT18",2.30135203881159e-147,0.256972983574177,0.407,0.28,1.01305516748486e-142,"Goblet","KRT18"
"LINC01170",0,1.78520979515555,0.785,0.009,0,"Tuft","LINC01170"
"PTPRT",0,1.69400778484945,0.801,0.04,0,"Tuft","PTPRT"
"ST18",0,1.62402849087987,0.825,0.089,0,"Tuft","ST18"
"LRMP",0,1.61009961510427,0.815,0.035,0,"Tuft","LRMP"
"RGS13",0,1.49578966137827,0.761,0.009,0,"Tuft","RGS13"
"HPGDS",0,1.49397164276931,0.707,0.015,0,"Tuft","HPGDS"
"POU2F3",0,1.47314855582871,0.756,0.01,0,"Tuft","POU2F3"
"PSTPIP2",0,1.45642575731141,0.751,0.031,0,"Tuft","PSTPIP2"
"SH2D6",0,1.40227256252405,0.753,0.006,0,"Tuft","SH2D6"
"PTCHD1-AS",0,1.39085421244318,0.699,0.018,0,"Tuft","PTCHD1-AS"
"FYB1",0,1.38710012644134,0.746,0.087,0,"Tuft","FYB1"
"BMX",0,1.36304244107587,0.734,0.075,0,"Tuft","BMX"
"ST6GALNAC3",0,1.32839443885177,0.759,0.084,0,"Tuft","ST6GALNAC3"
"GNAT3",0,1.29403473763071,0.665,0.004,0,"Tuft","GNAT3"
"RUNX11",0,1.26208522965165,0.815,0.241,0,"Tuft","RUNX1"
"FAT3",0,1.25372935374943,0.556,0.008,0,"Tuft","FAT3"
"LINC01091",0,1.22287852461069,0.704,0.068,0,"Tuft","LINC01091"
"GRIN2B",0,1.20779066961435,0.658,0.015,0,"Tuft","GRIN2B"
"DCLK2",0,1.19643088557655,0.694,0.022,0,"Tuft","DCLK2"
"ZFHX31",0,1.18916880311897,0.823,0.294,0,"Tuft","ZFHX3"
"NTM",0,1.18404708898152,0.631,0.034,0,"Tuft","NTM"
"TRPM5",0,1.17854908554425,0.666,0.017,0,"Tuft","TRPM5"
"HCK",0,1.17011851401384,0.72,0.018,0,"Tuft","HCK"
"ITPRID1",0,1.1550135854849,0.459,0.009,0,"Tuft","ITPRID1"
"GABRP",0,1.11119048128477,0.597,0.021,0,"Tuft","GABRP"
"ALOX5",0,1.08857879498663,0.705,0.046,0,"Tuft","ALOX5"
"MYO1B1",0,1.08568578987748,0.719,0.166,0,"Tuft","MYO1B"
"EPM2A",0,1.07274807958145,0.541,0.073,0,"Tuft","EPM2A"
"TANC2",0,1.06153019028764,0.697,0.09,0,"Tuft","TANC2"
"DPYSL3",0,1.0333203561562,0.624,0.04,0,"Tuft","DPYSL3"
"AVIL",0,1.01072051605905,0.607,0.037,0,"Tuft","AVIL"
"GRK5",0,1.00654273201595,0.844,0.358,0,"Tuft","GRK5"
"CSMD1",0,0.987588673325753,0.59,0.081,0,"Tuft","CSMD1"
"IL13RA11",0,0.98126093222601,0.755,0.272,0,"Tuft","IL13RA1"
"TRHDE",0,0.974791729269825,0.823,0.418,0,"Tuft","TRHDE"
"MTSS1",0,0.96416009780017,0.668,0.101,0,"Tuft","MTSS1"
"TLE41",0,0.957646177484538,0.72,0.188,0,"Tuft","TLE4"
"NRCAM",0,0.956885321591696,0.571,0.016,0,"Tuft","NRCAM"
"CCDC129",0,0.948345800336853,0.321,0.004,0,"Tuft","CCDC129"
"SPTLC2",0,0.948187730972279,0.786,0.343,0,"Tuft","SPTLC2"
"GABRA4",0,0.943558446560025,0.494,0.012,0,"Tuft","GABRA4"
"PIK3CG",0,0.938455432599336,0.611,0.017,0,"Tuft","PIK3CG"
"PDE4D1",0,0.923430480369414,0.987,0.775,0,"Tuft","PDE4D"
"FRY3",0,0.892786818393824,0.665,0.116,0,"Tuft","FRY"
"SH2D7",0,0.892589854046868,0.51,0.005,0,"Tuft","SH2D7"
"PLCG2",0,0.879144897117023,0.97,0.57,0,"Tuft","PLCG2"
"GABRB1",0,0.874641636906412,0.488,0.028,0,"Tuft","GABRB1"
"AP002856.2",0,0.873591869486183,0.452,0.002,0,"Tuft","AP002856.2"
"IL17RB",0,0.871156716001437,0.529,0.035,0,"Tuft","IL17RB"
"CORO2B",0,0.868767352672119,0.552,0.009,0,"Tuft","CORO2B"
"NCMAP",0,0.867995431507648,0.573,0.088,0,"Tuft","NCMAP"
"PTPN18",0,0.855772858899179,0.698,0.243,0,"Tuft","PTPN18"
"CCSER1",0,0.85363299934891,0.981,0.785,0,"Tuft","CCSER1"
"PTGS1",0,0.849662941333709,0.545,0.009,0,"Tuft","PTGS1"
"AC097487.1",0,0.848426461502131,0.441,0.003,0,"Tuft","AC097487.1"
"LIMD1",0,0.840607383511016,0.653,0.174,0,"Tuft","LIMD1"
"PIK3R5",0,0.836135532339529,0.575,0.037,0,"Tuft","PIK3R5"
"KIT",0,0.820435191173116,0.573,0.02,0,"Tuft","KIT"
"MEGF9",0,0.817468911934326,0.617,0.18,0,"Tuft","MEGF9"
"C11orf53",0,0.811438047934887,0.48,0.002,0,"Tuft","C11orf53"
"ATP2A31",0,0.759810924017414,0.606,0.101,0,"Tuft","ATP2A3"
"JAZF1",0,0.749475620329989,0.585,0.089,0,"Tuft","JAZF1"
"RNF24",0,0.744967498251151,0.594,0.158,0,"Tuft","RNF24"
"CHAT",0,0.74077950511306,0.444,0.001,0,"Tuft","CHAT"
"MATK",0,0.70686636850363,0.409,0.007,0,"Tuft","MATK"
"SLCO3A11",0,0.704041797968428,0.541,0.065,0,"Tuft","SLCO3A1"
"NCAM1",0,0.696139197145772,0.468,0.031,0,"Tuft","NCAM1"
"LINC00840",0,0.693200287814688,0.362,0.002,0,"Tuft","LINC00840"
"LINC01630",0,0.689613044706228,0.339,0.015,0,"Tuft","LINC01630"
"HEPACAM23",0,0.683544126673009,0.557,0.092,0,"Tuft","HEPACAM2"
"LINC00609",0,0.682095283679302,0.335,0.003,0,"Tuft","LINC00609"
"CMYA5",0,0.651440217106925,0.38,0.016,0,"Tuft","CMYA5"
"SDC2",0,0.64424425394542,0.442,0.034,0,"Tuft","SDC2"
"HOTAIRM1",0,0.635493864819118,0.453,0.025,0,"Tuft","HOTAIRM1"
"CTTNBP2",0,0.625216996337369,0.442,0.054,0,"Tuft","CTTNBP2"
"LINC01762",0,0.624555067335924,0.362,0.038,0,"Tuft","LINC01762"
"AC013652.1",0,0.619861434957428,0.345,0.05,0,"Tuft","AC013652.1"
"RASGRF2",0,0.610652471316006,0.455,0.092,0,"Tuft","RASGRF2"
"WIPF11",0,0.608626568290624,0.53,0.126,0,"Tuft","WIPF1"
"KCNH81",0,0.601176777558369,0.414,0.064,0,"Tuft","KCNH8"
"ZNF618",0,0.597627661464796,0.453,0.079,0,"Tuft","ZNF618"
"RUNX2",0,0.59391068002224,0.477,0.071,0,"Tuft","RUNX2"
"INPP5D",0,0.591503909495733,0.498,0.073,0,"Tuft","INPP5D"
"VAV1",0,0.58323697891054,0.437,0.025,0,"Tuft","VAV1"
"CD300LF",0,0.582850556084892,0.364,0.003,0,"Tuft","CD300LF"
"COL27A1",0,0.575542203038335,0.42,0.03,0,"Tuft","COL27A1"
"KCNQ4",0,0.555439524275239,0.364,0.006,0,"Tuft","KCNQ4"
"SUSD4",0,0.550275079679362,0.367,0.006,0,"Tuft","SUSD4"
"AZGP1",0,0.548805320443768,0.352,0.037,0,"Tuft","AZGP1"
"SHROOM2",0,0.540518353478984,0.364,0.032,0,"Tuft","SHROOM2"
"FAM122C",0,0.539122861134642,0.366,0.057,0,"Tuft","FAM122C"
"MELTF",0,0.518839559876833,0.324,0.034,0,"Tuft","MELTF"
"EMCN",0,0.515799606084446,0.322,0.017,0,"Tuft","EMCN"
"B4GALNT4",0,0.493301399937174,0.3,0.002,0,"Tuft","B4GALNT4"
"PROX11",0,0.488348246119195,0.415,0.045,0,"Tuft","PROX1"
"CGNL1",0,0.485149703427392,0.354,0.027,0,"Tuft","CGNL1"
"HTR3E",0,0.478594393822481,0.287,0.002,0,"Tuft","HTR3E"
"ADAMTS18",0,0.464371174207461,0.263,0.003,0,"Tuft","ADAMTS18"
"C5AR1",0,0.463722878174199,0.312,0.021,0,"Tuft","C5AR1"
"LINC01331",0,0.46057399733369,0.273,0.024,0,"Tuft","LINC01331"
"EPHA4",0,0.456054666685162,0.342,0.019,0,"Tuft","EPHA4"
"AP001150.1",0,0.45274228746597,0.253,0.001,0,"Tuft","AP001150.1"
"SPIB1",0,0.443558537825597,0.335,0.03,0,"Tuft","SPIB"
"EPHB1",0,0.439700661947189,0.291,0.03,0,"Tuft","EPHB1"
"HOXA3",0,0.410564617734233,0.318,0.043,0,"Tuft","HOXA3"
"ALOX5AP",0,0.405125809682352,0.267,0.016,0,"Tuft","ALOX5AP"
"MYEOV",0,0.397663562797892,0.269,0.005,0,"Tuft","MYEOV"
"SMAD9",0,0.390677276221292,0.294,0.026,0,"Tuft","SMAD9"
"KCNN3",0,0.37830368975974,0.31,0.025,0,"Tuft","KCNN3"
"GRASP",0,0.369988341335688,0.251,0.011,0,"Tuft","GRASP"
"DKK3",0,0.357085551390861,0.259,0.016,0,"Tuft","DKK3"
"TMOD2",0,0.352851745139174,0.277,0.025,0,"Tuft","TMOD2"
"FAM49A",0,0.328899858412325,0.283,0.03,0,"Tuft","FAM49A"
"ARNT2",0,0.313413922508958,0.277,0.032,0,"Tuft","ARNT2"
"SKAP2",1.13232963551285e-298,0.868241899381453,0.731,0.278,4.98451505552758e-294,"Tuft","SKAP2"
"AL390957.1",2.26464877416275e-297,0.523374852974299,0.378,0.067,9.96898390386442e-293,"Tuft","AL390957.1"
"JMY",2.18053707794519e-289,0.634531971989767,0.492,0.117,9.59872421711474e-285,"Tuft","JMY"
"PTPRJ1",8.76229066145793e-286,0.793441684308391,0.863,0.512,3.85716034917378e-281,"Tuft","PTPRJ"
"AC092821.3",2.87677384323867e-285,0.398939735454174,0.293,0.044,1.26635584579366e-280,"Tuft","AC092821.3"
"GRIK2",5.29934149162647e-284,0.706881750591633,0.433,0.091,2.33277012461397e-279,"Tuft","GRIK2"
"ITPR22",8.17509431222731e-277,0.816557591559092,0.879,0.609,3.59867651624246e-272,"Tuft","ITPR2"
"KIF26B1",4.95754003504133e-274,0.564719766358186,0.367,0.07,2.18230912342519e-269,"Tuft","KIF26B"
"APH1B",1.76440344893275e-265,0.314277276611424,0.251,0.035,7.76690398220196e-261,"Tuft","APH1B"
"RASSF62",1.16291462041495e-253,0.833281878168242,0.734,0.323,5.11915015906662e-249,"Tuft","RASSF6"
"CCDC141",6.40619658160807e-253,0.780728747847319,0.688,0.271,2.82000773522387e-248,"Tuft","CCDC14"
"DPYSL21",1.29324497843751e-249,0.374029406600813,0.365,0.072,5.6928643950819e-245,"Tuft","DPYSL2"
"LIPG",6.05768825207682e-248,0.642937090669746,0.504,0.137,2.66659436856421e-243,"Tuft","LIPG"
"SUPT3H",7.88611300359349e-234,0.784707562949363,0.717,0.316,3.47146694418185e-229,"Tuft","SUPT3H"
"ADGRG61",4.07718722345233e-233,0.786042463124429,0.727,0.334,1.79477781576372e-228,"Tuft","ADGRG6"
"TRERF12",1.22620185421303e-224,0.598400129087918,0.551,0.17,5.39774056224576e-220,"Tuft","TRERF1"
"METTL24",3.31093512239102e-224,0.307479780353176,0.251,0.039,1.45747364087653e-219,"Tuft","METTL24"
"GPR89A",1.28057252208463e-222,0.666088476586283,0.526,0.165,5.63708024221653e-218,"Tuft","GPR89A"
"CLMN2",1.65411201841276e-219,0.681771985204684,0.621,0.225,7.28140110505296e-215,"Tuft","CLMN"
"LMCD1-AS1",3.14857195517697e-219,0.367783241570726,0.277,0.049,1.3860013746689e-214,"Tuft","LMCD1-AS1"
"ACSL4",6.73386213025569e-217,0.50065485662019,0.439,0.113,2.96424610973855e-212,"Tuft","ACSL4"
"TMEM131L",3.26504198802432e-214,0.388353463548949,0.365,0.082,1.43727148312831e-209,"Tuft","TMEM131L"
"PITPNC1",5.51724303804041e-211,0.547497066063469,0.523,0.158,2.42869038534539e-206,"Tuft","PITPNC1"
"TENM2",2.65180630504311e-207,0.547138183459856,0.332,0.071,1.16732513547998e-202,"Tuft","TENM2"
"LRMDA2",3.28074248014523e-197,0.718248362245319,0.602,0.228,1.44418283975993e-192,"Tuft","LRMDA"
"INPP5B",3.07455309637218e-196,0.584874674943471,0.513,0.164,1.35341827302303e-191,"Tuft","INPP5B"
"TBC1D2B1",1.74102311428143e-190,0.600584559374709,0.598,0.223,7.66398374906684e-186,"Tuft","TBC1D2B"
"SNX9",2.36502390664014e-189,0.669962675528493,0.756,0.437,1.04108352370299e-184,"Tuft","SNX9"
"XKR91",2.00529827606212e-181,0.685728669347061,0.725,0.382,8.82732301122543e-177,"Tuft","XKR9"
"GNAI1",5.18583547509232e-181,0.485908975857318,0.408,0.112,2.28280477613564e-176,"Tuft","GNAI1"
"CHD62",6.52816363849677e-180,0.629785327768114,0.64,0.271,2.87369763366628e-175,"Tuft","CHD6"
"FARP21",1.05774661655348e-173,0.618182666670666,0.797,0.516,4.65620060606843e-169,"Tuft","FARP2"
"DIAPH21",1.97729180394014e-168,0.580966195364649,0.84,0.593,8.70403852094448e-164,"Tuft","DIAPH2"
"EPB41L1",5.36017914731919e-165,0.539792255932953,0.483,0.163,2.35955086064991e-160,"Tuft","EPB41L1"
"TPM1",6.76402298324034e-161,0.583530194282613,0.79,0.537,2.9775229172224e-156,"Tuft","TPM1"
"PEAK11",2.65251420865726e-160,0.590359568212748,0.786,0.52,1.16763675465093e-155,"Tuft","PEAK1"
"KIAA13244",7.8193667263779e-160,0.631536915463816,0.661,0.299,3.44208523295155e-155,"Tuft","KIAA1324"
"STK38",2.28514234856414e-158,0.613812160082037,0.749,0.452,1.00591966183794e-153,"Tuft","STK38"
"PBXIP1",2.77568447123994e-156,0.352199868151798,0.302,0.071,1.22185630423982e-151,"Tuft","PBXIP1"
"CLEC2D",2.26061862846956e-153,0.324540372051962,0.334,0.088,9.95124320252299e-149,"Tuft","CLEC2D"
"HIP1",2.80548933363586e-152,0.351889473481368,0.288,0.069,1.23497640466651e-147,"Tuft","HIP1"
"SOX9",4.28081105814119e-152,0.390871660160408,0.31,0.077,1.88441302779375e-147,"Tuft","SOX9"
"AZIN1-AS1",3.45928998283299e-149,0.442213277321128,0.374,0.109,1.52277945044308e-144,"Tuft","AZIN1-AS1"
"DOCK83",1.25035916804592e-148,0.415895729031497,0.472,0.16,5.50408105773816e-144,"Tuft","DOCK8"
"KMT2C",5.39658576739204e-148,0.426366568512614,0.859,0.715,2.37557705480597e-143,"Tuft","KMT2C"
"DMGDH",1.1333165816967e-147,0.398574810816969,0.321,0.083,4.98885959262888e-143,"Tuft","DMGDH"
"PELI2",6.2837631708369e-146,0.590040109420843,0.748,0.446,2.7661125478024e-141,"Tuft","PELI2"
"ITFG1",9.12487554671027e-140,0.485525447368614,0.844,0.655,4.01677021566186e-135,"Tuft","ITFG1"
"HMCES",3.48900467417083e-137,0.364712113161313,0.308,0.082,1.53585985757e-132,"Tuft","HMCES"
"MSI2",3.60449818316961e-135,0.555769942704015,0.696,0.377,1.58670010023126e-130,"Tuft","MSI2"
"ELOVL7",2.1595488779211e-132,0.585389969338976,0.633,0.314,9.5063341606087e-128,"Tuft","ELOVL7"
"CDCP1",4.92545712241243e-127,0.543496907770943,0.622,0.306,2.16818622528595e-122,"Tuft","CDCP1"
"TRAF5",5.02607633230804e-127,0.301329344896671,0.284,0.075,2.212478801482e-122,"Tuft","TRAF5"
"ZNF608",1.52407766803975e-126,0.565167155007427,0.667,0.358,6.708989894711e-122,"Tuft","ZNF608"
"MTA3",1.96265175013957e-126,0.534129744485994,0.663,0.344,8.63959300411438e-122,"Tuft","MTA3"
"SH3PXD2A2",1.39729713626965e-125,0.407287813131976,0.455,0.165,6.150901993859e-121,"Tuft","SH3PXD2A"
"PTPN6",2.96830147086139e-123,0.371184020441858,0.307,0.086,1.30664630747318e-118,"Tuft","PTPN6"
"MBNL3",8.28707602555792e-121,0.494202464878869,0.493,0.201,3.6479708664506e-116,"Tuft","MBNL3"
"TMEM87A",8.25815118712176e-119,0.540131201692759,0.688,0.412,3.635238152571e-114,"Tuft","TMEM87A"
"PLA2G4A1",2.57104162747106e-118,0.538835412368266,0.709,0.389,1.13177252441276e-113,"Tuft","PLA2G4A"
"RHOBTB1",9.53557208197707e-118,0.383890472032279,0.389,0.13,4.19755883048631e-113,"Tuft","RHOBTB1"
"CAMK2D",3.76301341536348e-117,0.34977936144487,0.884,0.756,1.656478505443e-112,"Tuft","CAMK2D"
"ACTN11",1.06760339021615e-116,0.317012936209682,0.347,0.109,4.69959012373149e-112,"Tuft","ACTN1"
"EIF1B-AS1",1.27780145631376e-116,0.355878087463077,0.28,0.077,5.62488201069317e-112,"Tuft","EIF1B-AS1"
"GANC1",9.75301164528871e-115,0.473661626410962,0.455,0.18,4.29327572625609e-110,"Tuft","GANC"
"GPR137B",4.40491166407997e-114,0.314609848951486,0.306,0.089,1.939042114528e-109,"Tuft","GPR137B"
"SOX41",4.2224051288325e-113,0.46308554325914,0.381,0.133,1.85870273771207e-108,"Tuft","SOX4"
"ZNRF33",4.80868473148636e-111,0.463538925102426,0.452,0.178,2.11678301880029e-106,"Tuft","ZNRF3"
"RICTOR",1.29478435591936e-110,0.506698521759022,0.716,0.446,5.699640734757e-106,"Tuft","RICTOR"
"ARHGEF383",3.28678500651179e-110,0.513761770446989,0.602,0.309,1.44684275986649e-105,"Tuft","ARHGEF38"
"ALMS1",3.78545521694293e-107,0.476497543453461,0.518,0.233,1.66635738649828e-102,"Tuft","ALMS1"
"FRMD5",5.22095084858009e-107,0.432646308474606,0.256,0.072,2.29826256354496e-102,"Tuft","FRMD5"
"NAV21",6.16202649975121e-104,0.514726189322222,0.472,0.211,2.71252406519048e-99,"Tuft","NAV2"
"EHF2",1.55587881973806e-102,0.483262712591811,0.528,0.246,6.84897856448694e-98,"Tuft","EHF"
"BBX1",1.59222864570486e-102,0.491373460716893,0.68,0.413,7.00899049839281e-98,"Tuft","BBX"
"MIR646HG",7.53565833683325e-102,0.451842133561403,0.307,0.101,3.317196799874e-97,"Tuft","MIR646HG"
"DIXDC1",2.91147474105025e-101,0.329905486127783,0.298,0.093,1.28163118101032e-96,"Tuft","DIXDC1"
"UTRN4",2.40082133919859e-100,0.483909874314965,0.677,0.378,1.05684155351522e-95,"Tuft","UTRN"
"POU2F1",4.02481686245217e-100,0.486707660899908,0.565,0.278,1.77172438285145e-95,"Tuft","POU2F1"
"SDK1",2.13525748959614e-99,0.345315382130779,0.301,0.095,9.39940346920222e-95,"Tuft","SDK1"
"MIR181A2HG",4.23642729282103e-99,0.430050502602622,0.391,0.151,1.86487529429982e-94,"Tuft","MIR181A2HG"
"INPP4A",5.67402322754453e-98,0.378875652843285,0.428,0.172,2.4977050247651e-93,"Tuft","INPP4A"
"GPR89B",5.11446965725135e-96,0.450567832898,0.502,0.231,2.25138954312204e-91,"Tuft","GPR89B"
"ITGB81",2.84060533179362e-93,0.409215576590049,0.437,0.181,1.25043446705555e-88,"Tuft","ITGB8"
"MAP4K4",3.78428542406839e-91,0.425505404566799,0.521,0.245,1.66584244367491e-86,"Tuft","MAP4K4"
"CDK141",7.0068300686851e-91,0.332464865654026,0.3,0.102,3.08440659623518e-86,"Tuft","CDK14"
"KIAA12171",1.21081679678119e-90,0.443358135558631,0.732,0.481,5.33001553943078e-86,"Tuft","KIAA1217"
"PDZRN32",5.74528501912175e-90,0.444615625324341,0.414,0.173,2.5290744654174e-85,"Tuft","PDZRN3"
"PPP3CA1",5.35627536361707e-88,0.418091513874734,0.775,0.555,2.35783241506424e-83,"Tuft","PPP3CA"
"SEPTIN2",3.62986569233834e-87,0.518744124784905,0.449,0.223,1.59786687776734e-82,"Tuft","SEPTIN2"
"EIF1B",1.09637904651816e-86,0.291333151084069,0.262,0.082,4.82626056277292e-82,"Tuft","EIF1B"
