term,gene
"ISC-marker genes (Munoz et al., 2012)",Fzd7
"ISC-marker genes (Munoz et al., 2012)",Afap1
"ISC-marker genes (Munoz et al., 2012)",Mex3a
"ISC-marker genes (Munoz et al., 2012)",Adra2a
"ISC-marker genes (Munoz et al., 2012)",Shisa2
"ISC-marker genes (Munoz et al., 2012)",Pogk
"ISC-marker genes (Munoz et al., 2012)",Gramd1a
"ISC-marker genes (Munoz et al., 2012)",Sox4
"ISC-marker genes (Munoz et al., 2012)",Napepld
"ISC-marker genes (Munoz et al., 2012)",Txndc16
"ISC-marker genes (Munoz et al., 2012)",Sectm1b
"ISC-marker genes (Munoz et al., 2012)",Slc23a3
"ISC-marker genes (Munoz et al., 2012)",Cited4
"ISC-marker genes (Munoz et al., 2012)",B930095G15Rik
"ISC-marker genes (Munoz et al., 2012)",Ephb3
"ISC-marker genes (Munoz et al., 2012)",Gpr30
"ISC-marker genes (Munoz et al., 2012)",Ppap2b
"ISC-marker genes (Munoz et al., 2012)",Znrf3
"ISC-marker genes (Munoz et al., 2012)",Tfpi
"ISC-marker genes (Munoz et al., 2012)",Plekhb1
"ISC-marker genes (Munoz et al., 2012)",Rgs12
"ISC-marker genes (Munoz et al., 2012)",Farp1
"ISC-marker genes (Munoz et al., 2012)",Cd320
"ISC-marker genes (Munoz et al., 2012)",Cc2d2a
"ISC-marker genes (Munoz et al., 2012)",Cbx6
"ISC-marker genes (Munoz et al., 2012)",Tead2
"ISC-marker genes (Munoz et al., 2012)",Mycl1
"ISC-marker genes (Munoz et al., 2012)",Rasa3
"ISC-marker genes (Munoz et al., 2012)",Plxnb1
"ISC-marker genes (Munoz et al., 2012)",Man2a2
"ISC-marker genes (Munoz et al., 2012)",Large
"ISC-marker genes (Munoz et al., 2012)",Nap1l1
"ISC-marker genes (Munoz et al., 2012)",Trim44
"ISC-marker genes (Munoz et al., 2012)",Prkd3
"ISC-marker genes (Munoz et al., 2012)",Gkap1
"ISC-marker genes (Munoz et al., 2012)",Srl
"ISC-marker genes (Munoz et al., 2012)",Tex9
"ISC-marker genes (Munoz et al., 2012)",6230424C14Rik
"ISC-marker genes (Munoz et al., 2012)",Gpld1
"ISC-marker genes (Munoz et al., 2012)",Cachd1
"ISC-marker genes (Munoz et al., 2012)",Myc
"ISC-marker genes (Munoz et al., 2012)",Zranb3
"ISC-marker genes (Munoz et al., 2012)",Wwp1
"ISC-marker genes (Munoz et al., 2012)",Lipt2
"ISC-marker genes (Munoz et al., 2012)",Dync2h1
"ISC-marker genes (Munoz et al., 2012)",Gas6
"ISC-marker genes (Munoz et al., 2012)",Atm
"ISC-marker genes (Munoz et al., 2012)",Ptprs
"ISC-marker genes (Munoz et al., 2012)",Snx10
"ISC-marker genes (Munoz et al., 2012)",Zfp12
"ISC-marker genes (Munoz et al., 2012)",Kcne3
"ISC-marker genes (Munoz et al., 2012)",Ttpa
"ISC-marker genes (Munoz et al., 2012)",Wdr90
"ISC-marker genes (Munoz et al., 2012)",Immp2l
"ISC-marker genes (Munoz et al., 2012)",Dmpk
"ISC-marker genes (Munoz et al., 2012)",Fbxo21
"ISC-marker genes (Munoz et al., 2012)",Psd3
"ISC-marker genes (Munoz et al., 2012)",Ddb2
"ISC-marker genes (Munoz et al., 2012)",Zkscan17
"ISC-marker genes (Munoz et al., 2012)",Slc19a2
"ISC-marker genes (Munoz et al., 2012)",Clic6
"ISC-marker genes (Munoz et al., 2012)",Afap1l1
"ISC-marker genes (Munoz et al., 2012)",Ascl2
"ISC-marker genes (Munoz et al., 2012)",Sorbs2
"ISC-marker genes (Munoz et al., 2012)",Nav1
"ISC-marker genes (Munoz et al., 2012)",Slco3a1
"ISC-marker genes (Munoz et al., 2012)",Olfm4
"ISC-marker genes (Munoz et al., 2012)",Agr3
"ISC-marker genes (Munoz et al., 2012)",Msi1
"ISC-marker genes (Munoz et al., 2012)",Soat1
"ISC-marker genes (Munoz et al., 2012)",Cdca7
"ISC-marker genes (Munoz et al., 2012)",Cd44
"ISC-marker genes (Munoz et al., 2012)",Cdk6
"ISC-marker genes (Munoz et al., 2012)",Aqp4
"ISC-marker genes (Munoz et al., 2012)",Cgnl1
"ISC-marker genes (Munoz et al., 2012)",Slc12a2
"ISC-marker genes (Munoz et al., 2012)",Mecom
"ISC-marker genes (Munoz et al., 2012)",Tns3
"ISC-marker genes (Munoz et al., 2012)",Phldb2
"ISC-marker genes (Munoz et al., 2012)",Smoc2
"ISC-marker genes (Munoz et al., 2012)",Dach1
"ISC-marker genes (Munoz et al., 2012)",Clca4
"ISC-marker genes (Munoz et al., 2012)",Lcp1
"ISC-marker genes (Munoz et al., 2012)",Fam115c
"ISC-marker genes (Munoz et al., 2012)",Acsm3
"ISC-marker genes (Munoz et al., 2012)",Kcnq1
"ISC-marker genes (Munoz et al., 2012)",Sox9
"ISC-marker genes (Munoz et al., 2012)",Paics
"ISC-marker genes (Munoz et al., 2012)",6-Sep
"ISC-marker genes (Munoz et al., 2012)",Cnn3
"ISC-marker genes (Munoz et al., 2012)",Picalm
"ISC-marker genes (Munoz et al., 2012)",Glrx
"ISC-marker genes (Munoz et al., 2012)",Vdr
"ISC-marker genes (Munoz et al., 2012)",Grb7
"ISC-marker genes (Munoz et al., 2012)",Sesn3
"ISC-marker genes (Munoz et al., 2012)",Zbtb38
"ISC-marker genes (Munoz et al., 2012)",Fam115a
"ISC-marker genes (Munoz et al., 2012)",Ptprm
"ISC-marker genes (Munoz et al., 2012)",Rassf4
"ISC-marker genes (Munoz et al., 2012)",Zfhx3
"ISC-marker genes (Munoz et al., 2012)",Pde3b
"ISC-marker genes (Munoz et al., 2012)",Fhdc1
"ISC-marker genes (Munoz et al., 2012)",Zfp292
"ISC-marker genes (Munoz et al., 2012)",Tubb2b
"ISC-marker genes (Munoz et al., 2012)",Efna4
"ISC-marker genes (Munoz et al., 2012)",Lrig1
"ISC-marker genes (Munoz et al., 2012)",Fras1
"ISC-marker genes (Munoz et al., 2012)",Adrbk2
"ISC-marker genes (Munoz et al., 2012)",Kif12
"ISC-marker genes (Munoz et al., 2012)",Prkacb
"ISC-marker genes (Munoz et al., 2012)",Atp11a
"ISC-marker genes (Munoz et al., 2012)",Spata24
"ISC-marker genes (Munoz et al., 2012)",Poli
"ISC-marker genes (Munoz et al., 2012)",Mcc
"ISC-marker genes (Munoz et al., 2012)",Slc44a2
"ISC-marker genes (Munoz et al., 2012)",Tbc1d19
"ISC-marker genes (Munoz et al., 2012)",Zfp462
"ISC-marker genes (Munoz et al., 2012)",1500011H22Rik
"ISC-marker genes (Munoz et al., 2012)",Arhgap39
"ISC-marker genes (Munoz et al., 2012)",Zbtb12
"ISC-marker genes (Munoz et al., 2012)",Ehf
"ISC-marker genes (Munoz et al., 2012)",App
"ISC-marker genes (Munoz et al., 2012)",Gm5918
"ISC-marker genes (Munoz et al., 2012)",Trim37
"ISC-marker genes (Munoz et al., 2012)",Marveld1
"ISC-marker genes (Munoz et al., 2012)",Ppp1r9a
"ISC-marker genes (Munoz et al., 2012)",Peli2
"ISC-marker genes (Munoz et al., 2012)",Tns4
"ISC-marker genes (Munoz et al., 2012)",Mfge8
"ISC-marker genes (Munoz et al., 2012)",Slc39a10
"ISC-marker genes (Munoz et al., 2012)",Ppat
"ISC-marker genes (Munoz et al., 2012)",Zfp566
"ISC-marker genes (Munoz et al., 2012)",Klhl23
"ISC-marker genes (Munoz et al., 2012)",Tiam1
"ISC-marker genes (Munoz et al., 2012)",Gm3626
"ISC-marker genes (Munoz et al., 2012)",Aqp1
"ISC-marker genes (Munoz et al., 2012)",Tmem132a
"ISC-marker genes (Munoz et al., 2012)",Rhbdf1
"ISC-marker genes (Munoz et al., 2012)",2310008H04Rik
"ISC-marker genes (Munoz et al., 2012)",Pbx1
"ISC-marker genes (Munoz et al., 2012)",Tnfsf10
"ISC-marker genes (Munoz et al., 2012)",Als2cr4
"ISC-marker genes (Munoz et al., 2012)",Phlpp1
"ISC-marker genes (Munoz et al., 2012)",Ift122
"ISC-marker genes (Munoz et al., 2012)",Bcl2
"ISC-marker genes (Munoz et al., 2012)",Lysmd2
"ISC-marker genes (Munoz et al., 2012)",Zfp397
"ISC-marker genes (Munoz et al., 2012)",Tspan5
"ISC-marker genes (Munoz et al., 2012)",Acvr2b
"ISC-marker genes (Munoz et al., 2012)",Mlh3
"ISC-marker genes (Munoz et al., 2012)",Brca2
"ISC-marker genes (Munoz et al., 2012)",Zfp275
"ISC-marker genes (Munoz et al., 2012)",Engase
"ISC-marker genes (Munoz et al., 2012)",Nelf
"ISC-marker genes (Munoz et al., 2012)",Gabbr1
"ISC-marker genes (Munoz et al., 2012)",Rgnef
"ISC-marker genes (Munoz et al., 2012)",Ppm1f
"ISC-marker genes (Munoz et al., 2012)",Prrc2b
"ISC-marker genes (Munoz et al., 2012)",AU020206
"ISC-marker genes (Munoz et al., 2012)",Fads1
"ISC-marker genes (Munoz et al., 2012)",Nod1
"ISC-marker genes (Munoz et al., 2012)",Rnf219
"ISC-marker genes (Munoz et al., 2012)",4933439C10Rik
"ISC-marker genes (Munoz et al., 2012)",Pnpla7
"ISC-marker genes (Munoz et al., 2012)",Zfp704
"ISC-marker genes (Munoz et al., 2012)",C79407
"ISC-marker genes (Munoz et al., 2012)",Eri2
"ISC-marker genes (Munoz et al., 2012)",Tnfaip8l1
"ISC-marker genes (Munoz et al., 2012)",Ttc23
"ISC-marker genes (Munoz et al., 2012)",Mpzl3
"ISC-marker genes (Munoz et al., 2012)",Zbtb25
"ISC-marker genes (Munoz et al., 2012)",Maged1
"ISC-marker genes (Munoz et al., 2012)",Fam92a
"ISC-marker genes (Munoz et al., 2012)",Ccdc18
"ISC-marker genes (Munoz et al., 2012)",Zfp783
"ISC-marker genes (Munoz et al., 2012)",Krt23
"ISC-marker genes (Munoz et al., 2012)",Mlxip
"ISC-marker genes (Munoz et al., 2012)",Lancl1
"ISC-marker genes (Munoz et al., 2012)",Lpar6
"ISC-marker genes (Munoz et al., 2012)",Zfp553
"ISC-marker genes (Munoz et al., 2012)",Poglut1
"ISC-marker genes (Munoz et al., 2012)",Pole
"ISC-marker genes (Munoz et al., 2012)",Mcm8
"ISC-marker genes (Munoz et al., 2012)",Haus4
"ISC-marker genes (Munoz et al., 2012)",Zfp90
"ISC-marker genes (Munoz et al., 2012)",Plce1
"ISC-marker genes (Munoz et al., 2012)",Fam189b
"ISC-marker genes (Munoz et al., 2012)",Pds5b
"ISC-marker genes (Munoz et al., 2012)",Tgif1
"ISC-marker genes (Munoz et al., 2012)",Phc1
"ISC-marker genes (Munoz et al., 2012)",Blnk
"ISC-marker genes (Munoz et al., 2012)",Spice1
"ISC-marker genes (Munoz et al., 2012)",Aspm
"ISC-marker genes (Munoz et al., 2012)",Isyna1
"ISC-marker genes (Munoz et al., 2012)",Palb2
"ISC-marker genes (Munoz et al., 2012)",Hirip3
"ISC-marker genes (Munoz et al., 2012)",Alms1
"ISC-marker genes (Munoz et al., 2012)",Lass6
"ISC-marker genes (Munoz et al., 2012)",Mpzl1
"ISC-marker genes (Munoz et al., 2012)",Cenpf
"ISC-marker genes (Munoz et al., 2012)",Mdn1
"ISC-marker genes (Munoz et al., 2012)",Sema3b
"ISC-marker genes (Munoz et al., 2012)",Zmym1
"ISC-marker genes (Munoz et al., 2012)",Cep192
"ISC-marker genes (Munoz et al., 2012)",Ung
"ISC-marker genes (Munoz et al., 2012)",Prpf40b
"ISC-marker genes (Munoz et al., 2012)",Atr
"ISC-marker genes (Munoz et al., 2012)",AI480653
"ISC-marker genes (Munoz et al., 2012)",Zfp318
"ISC-marker genes (Munoz et al., 2012)",Tmem9
"ISC-marker genes (Munoz et al., 2012)",Gins1
"ISC-marker genes (Munoz et al., 2012)",Ifitm2
"ISC-marker genes (Munoz et al., 2012)",Vnn1
"ISC-marker genes (Munoz et al., 2012)",Smpx
"ISC-marker genes (Munoz et al., 2012)",Tmem194
"ISC-marker genes (Munoz et al., 2012)",Dtl
"ISC-marker genes (Munoz et al., 2012)",Csnk1e
"ISC-marker genes (Munoz et al., 2012)",Dctd
"ISC-marker genes (Munoz et al., 2012)",Xrcc5
"ISC-marker genes (Munoz et al., 2012)",Nt5c3l
"ISC-marker genes (Munoz et al., 2012)",Aldh7a1
"ISC-marker genes (Munoz et al., 2012)",Limk2
"ISC-marker genes (Munoz et al., 2012)",Etv6
"ISC-marker genes (Munoz et al., 2012)",Elmo1
"ISC-marker genes (Munoz et al., 2012)",Dapk2
"ISC-marker genes (Munoz et al., 2012)",Nfic
"ISC-marker genes (Munoz et al., 2012)",Timeless
"ISC-marker genes (Munoz et al., 2012)",Ckap2
"ISC-marker genes (Munoz et al., 2012)",Myo1b
"ISC-marker genes (Munoz et al., 2012)",Nfia
"ISC-marker genes (Munoz et al., 2012)",Csad
"ISC-marker genes (Munoz et al., 2012)",Tbc1d4
"ISC-marker genes (Munoz et al., 2012)",Bckdhb
"ISC-marker genes (Munoz et al., 2012)",Bcl7a
"ISC-marker genes (Munoz et al., 2012)",Pck2
"ISC-marker genes (Munoz et al., 2012)",Yap1
"ISC-marker genes (Munoz et al., 2012)",Stk39
"ISC-marker genes (Munoz et al., 2012)",Rprd1a
"ISC-marker genes (Munoz et al., 2012)",Ilf3
"ISC-marker genes (Munoz et al., 2012)",Kif20a
"ISC-marker genes (Munoz et al., 2012)",Mif
"ISC-marker genes (Munoz et al., 2012)",Mkl2
"ISC-marker genes (Munoz et al., 2012)",Fam120c
"ISC-marker genes (Munoz et al., 2012)",Ncor2
"ISC-marker genes (Munoz et al., 2012)",Pcdh8
"ISC-marker genes (Munoz et al., 2012)",Rassf5
"ISC-marker genes (Munoz et al., 2012)",Slc14a1
"ISC-marker genes (Munoz et al., 2012)",Nr2e3
"ISC-marker genes (Munoz et al., 2012)",1190002H23Rik
"ISC-marker genes (Munoz et al., 2012)",Smarcd3
"ISC-marker genes (Munoz et al., 2012)",Ak7
"ISC-marker genes (Munoz et al., 2012)",Bhlhb9
"ISC-marker genes (Munoz et al., 2012)",Prss23
"ISC-marker genes (Munoz et al., 2012)",Ifitm3
"ISC-marker genes (Munoz et al., 2012)",Wfdc15b
"ISC-marker genes (Munoz et al., 2012)",Rdh16
"ISC-marker genes (Munoz et al., 2012)",Zfp618
"ISC-marker genes (Munoz et al., 2012)",Lect2
"ISC-marker genes (Munoz et al., 2012)",H2-Eb1
"ISC-marker genes (Munoz et al., 2012)",Iffo2
"ISC-marker genes (Munoz et al., 2012)",Zc3hav1l
"ISC-marker genes (Munoz et al., 2012)",Klhl24
"ISC-marker genes (Munoz et al., 2012)",Tbc1d9
"ISC-marker genes (Munoz et al., 2012)",Ciita
"ISC-marker genes (Munoz et al., 2012)",Nrtn
"ISC-marker genes (Munoz et al., 2012)",Nrg4
"ISC-marker genes (Munoz et al., 2012)",Tcf7
"ISC-marker genes (Munoz et al., 2012)",Greb1
"ISC-marker genes (Munoz et al., 2012)",Nrn1
"ISC-marker genes (Munoz et al., 2012)",AI747448
"ISC-marker genes (Munoz et al., 2012)",Dtx4
"ISC-marker genes (Munoz et al., 2012)",Trim32
"ISC-marker genes (Munoz et al., 2012)",Rasl11b
"ISC-marker genes (Munoz et al., 2012)",Zfp503
"ISC-marker genes (Munoz et al., 2012)",BC021891
"ISC-marker genes (Munoz et al., 2012)",Pdgfa
"ISC-marker genes (Munoz et al., 2012)",Tlr2
"ISC-marker genes (Munoz et al., 2012)",S100pbp
"ISC-marker genes (Munoz et al., 2012)",4933431E20Rik
"ISC-marker genes (Munoz et al., 2012)",Fgd1
"ISC-marker genes (Munoz et al., 2012)",1110051M20Rik
"ISC-marker genes (Munoz et al., 2012)",Slc16a13
"ISC-marker genes (Munoz et al., 2012)",Kank1
"ISC-marker genes (Munoz et al., 2012)",Clu
"ISC-marker genes (Munoz et al., 2012)",Phf20
"ISC-marker genes (Munoz et al., 2012)",Zfp956
"ISC-marker genes (Munoz et al., 2012)",1700040L02Rik
"ISC-marker genes (Munoz et al., 2012)",Rhobtb3
"ISC-marker genes (Munoz et al., 2012)",Fam171a1
"ISC-marker genes (Munoz et al., 2012)",Pde8b
"ISC-marker genes (Munoz et al., 2012)",Rccd1
"ISC-marker genes (Munoz et al., 2012)",Sgk1
"ISC-marker genes (Munoz et al., 2012)",Impdh2
"ISC-marker genes (Munoz et al., 2012)",Irf2bp2
"ISC-marker genes (Munoz et al., 2012)",Acot1
"ISC-marker genes (Munoz et al., 2012)",Tifa
"ISC-marker genes (Munoz et al., 2012)",Trim24
"ISC-marker genes (Munoz et al., 2012)",Hmga2
"ISC-marker genes (Munoz et al., 2012)",Hmbox1
"ISC-marker genes (Munoz et al., 2012)",Hmgcs2
"ISC-marker genes (Munoz et al., 2012)",Arid5b
"ISC-marker genes (Munoz et al., 2012)",Noxa1
Genes enriched in aberrant stem cell-like cluster,ADRM1
Genes enriched in aberrant stem cell-like cluster,POMP
Genes enriched in aberrant stem cell-like cluster,TST
Genes enriched in aberrant stem cell-like cluster,RPL3
Genes enriched in aberrant stem cell-like cluster,RBX1
Genes enriched in aberrant stem cell-like cluster,PMEPA1
Genes enriched in aberrant stem cell-like cluster,PSMC6
Genes enriched in aberrant stem cell-like cluster,DHRS7
Genes enriched in aberrant stem cell-like cluster,U2AF1
Genes enriched in aberrant stem cell-like cluster,RALY
Genes enriched in aberrant stem cell-like cluster,LMO7
Genes enriched in aberrant stem cell-like cluster,PBDC1
Genes enriched in aberrant stem cell-like cluster,NOL12
Genes enriched in aberrant stem cell-like cluster,SRSF5
Genes enriched in aberrant stem cell-like cluster,TRMT6
Genes enriched in aberrant stem cell-like cluster,CCT8
Genes enriched in aberrant stem cell-like cluster,RFC3
Genes enriched in aberrant stem cell-like cluster,XRN2
Genes enriched in aberrant stem cell-like cluster,ETS2
Genes enriched in aberrant stem cell-like cluster,BEX1
Genes enriched in aberrant stem cell-like cluster,PSMC1
Genes enriched in aberrant stem cell-like cluster,MAP1LC3A
Genes enriched in aberrant stem cell-like cluster,RBM3
Genes enriched in aberrant stem cell-like cluster,EIF2S2
Genes enriched in aberrant stem cell-like cluster,SNRPB2
Genes enriched in aberrant stem cell-like cluster,HMGB3
Genes enriched in aberrant stem cell-like cluster,TCEAL9
Genes enriched in aberrant stem cell-like cluster,RALBP1
Genes enriched in aberrant stem cell-like cluster,NOP56
Genes enriched in aberrant stem cell-like cluster,BEX3
Genes enriched in aberrant stem cell-like cluster,FKBP3
Genes enriched in aberrant stem cell-like cluster,SLC25A17
Genes enriched in aberrant stem cell-like cluster,MSX1
Genes enriched in aberrant stem cell-like cluster,TGIF1
Genes enriched in aberrant stem cell-like cluster,RBM25
Genes enriched in aberrant stem cell-like cluster,RPS21
Genes enriched in aberrant stem cell-like cluster,PSMA7
Genes enriched in aberrant stem cell-like cluster,SPTSSA
Genes enriched in aberrant stem cell-like cluster,TSPO
Genes enriched in aberrant stem cell-like cluster,PTTG2
Genes enriched in aberrant stem cell-like cluster,PFDN4
Genes enriched in aberrant stem cell-like cluster,PSIP1
Genes enriched in aberrant stem cell-like cluster,CSTB
Genes enriched in aberrant stem cell-like cluster,APP
Genes enriched in aberrant stem cell-like cluster,CXADR
Genes enriched in aberrant stem cell-like cluster,PICALM
Genes enriched in aberrant stem cell-like cluster,FERMT1
Genes enriched in aberrant stem cell-like cluster,POLR2F
Genes enriched in aberrant stem cell-like cluster,SMARCB1
Genes enriched in aberrant stem cell-like cluster,WARS1
Genes enriched in aberrant stem cell-like cluster,AVPI1
Genes enriched in aberrant stem cell-like cluster,UBE2L3
Genes enriched in aberrant stem cell-like cluster,EEF1G
Genes enriched in aberrant stem cell-like cluster,GCH1
Genes enriched in aberrant stem cell-like cluster,SCD
Genes enriched in aberrant stem cell-like cluster,SNU13
Genes enriched in aberrant stem cell-like cluster,PSMB7
Genes enriched in aberrant stem cell-like cluster,EIF2B2
Genes enriched in aberrant stem cell-like cluster,MAK16
Genes enriched in aberrant stem cell-like cluster,IGFBP4
Genes enriched in aberrant stem cell-like cluster,HNRNPD
Genes enriched in aberrant stem cell-like cluster,RNPS1
Genes enriched in aberrant stem cell-like cluster,NAA20
Genes enriched in aberrant stem cell-like cluster,STUB1
Genes enriched in aberrant stem cell-like cluster,KTN1
Genes enriched in aberrant stem cell-like cluster,RANBP1
Genes enriched in aberrant stem cell-like cluster,NPC2
Genes enriched in aberrant stem cell-like cluster,ZFAND5
Genes enriched in aberrant stem cell-like cluster,WBP4
Genes enriched in aberrant stem cell-like cluster,SNRPC
Genes enriched in aberrant stem cell-like cluster,GNAS
Genes enriched in aberrant stem cell-like cluster,CHIC2
Genes enriched in aberrant stem cell-like cluster,SOX4
Genes enriched in aberrant stem cell-like cluster,UCHL3
Genes enriched in aberrant stem cell-like cluster,LCN2
Genes enriched in aberrant stem cell-like cluster,HSP90AB1
Genes enriched in aberrant stem cell-like cluster,HNRNPK
Genes enriched in aberrant stem cell-like cluster,BLOC1S2
Genes enriched in aberrant stem cell-like cluster,EIF3M
Genes enriched in aberrant stem cell-like cluster,TOP1
Genes enriched in aberrant stem cell-like cluster,RBM39
Genes enriched in aberrant stem cell-like cluster,LAMP2
Genes enriched in aberrant stem cell-like cluster,ANP32A
Genes enriched in aberrant stem cell-like cluster,BNIP3L
Genes enriched in aberrant stem cell-like cluster,U2AF1L5
Genes enriched in aberrant stem cell-like cluster,ACTR10
Genes enriched in aberrant stem cell-like cluster,MANBAL
Genes enriched in aberrant stem cell-like cluster,HDDC2
Genes enriched in aberrant stem cell-like cluster,UTP14A
Genes enriched in aberrant stem cell-like cluster,CHMP4B
Genes enriched in aberrant stem cell-like cluster,SWI5
Genes enriched in aberrant stem cell-like cluster,SLTM
Genes enriched in aberrant stem cell-like cluster,MED21
Genes enriched in aberrant stem cell-like cluster,SNRPD1
Genes enriched in aberrant stem cell-like cluster,BCLAF1
Genes enriched in aberrant stem cell-like cluster,DSG2
Genes enriched in aberrant stem cell-like cluster,SNRPD3
Genes enriched in aberrant stem cell-like cluster,RPL12
Genes enriched in aberrant stem cell-like cluster,SRSF3
Genes enriched in aberrant stem cell-like cluster,ESF1
Genes enriched in aberrant stem cell-like cluster,PSME1
Genes enriched in aberrant stem cell-like cluster,NONO
Genes enriched in aberrant stem cell-like cluster,CELA1
Genes enriched in aberrant stem cell-like cluster,SIVA1
Genes enriched in aberrant stem cell-like cluster,EEF1E1
Genes enriched in aberrant stem cell-like cluster,TPD52L2
Genes enriched in aberrant stem cell-like cluster,RPL36A
Genes enriched in aberrant stem cell-like cluster,SMARCA5
Genes enriched in aberrant stem cell-like cluster,SLC38A2
Genes enriched in aberrant stem cell-like cluster,ATRX
Genes enriched in aberrant stem cell-like cluster,PLP2
Genes enriched in aberrant stem cell-like cluster,FKBP1A
Genes enriched in aberrant stem cell-like cluster,FKBP1C
Genes enriched in aberrant stem cell-like cluster,PDAP1
Genes enriched in aberrant stem cell-like cluster,COMT
Genes enriched in aberrant stem cell-like cluster,EWSR1
Genes enriched in aberrant stem cell-like cluster,SPAG7
Genes enriched in aberrant stem cell-like cluster,CENPM
Genes enriched in aberrant stem cell-like cluster,LEPROTL1
Genes enriched in aberrant stem cell-like cluster,STRAP
Genes enriched in aberrant stem cell-like cluster,APEX1
Genes enriched in aberrant stem cell-like cluster,ID1
Genes enriched in aberrant stem cell-like cluster,EIF6
Genes enriched in aberrant stem cell-like cluster,ASCC3
Genes enriched in aberrant stem cell-like cluster,C11orf58
Genes enriched in aberrant stem cell-like cluster,TAF1D
Genes enriched in aberrant stem cell-like cluster,MMP7
Genes enriched in aberrant stem cell-like cluster,BEX2
Genes enriched in aberrant stem cell-like cluster,KIF5B
Genes enriched in aberrant stem cell-like cluster,CD24
Genes enriched in aberrant stem cell-like cluster,MIF
Genes enriched in aberrant stem cell-like cluster,TES
Genes enriched in aberrant stem cell-like cluster,ANP32B
Genes enriched in aberrant stem cell-like cluster,GADD45G
Genes enriched in aberrant stem cell-like cluster,MAPRE1
Genes enriched in aberrant stem cell-like cluster,PSMB5
Genes enriched in aberrant stem cell-like cluster,RPL35
Genes enriched in aberrant stem cell-like cluster,CLU
Genes enriched in aberrant stem cell-like cluster,CLDN2
Genes enriched in aberrant stem cell-like cluster,H3-5
Genes enriched in aberrant stem cell-like cluster,RPS29
Genes enriched in aberrant stem cell-like cluster,USP22
Genes enriched in aberrant stem cell-like cluster,EIF4EBP1
Genes enriched in aberrant stem cell-like cluster,HLA-DMB
Genes enriched in aberrant stem cell-like cluster,ECSCR
Genes enriched in aberrant stem cell-like cluster,EIF2S1
Genes enriched in aberrant stem cell-like cluster,PDCD5
Genes enriched in aberrant stem cell-like cluster,LAPTM4B
Genes enriched in aberrant stem cell-like cluster,SRSF7
Genes enriched in aberrant stem cell-like cluster,CUEDC2
Genes enriched in aberrant stem cell-like cluster,CDC37
Genes enriched in aberrant stem cell-like cluster,TUBB2B
Genes enriched in aberrant stem cell-like cluster,RPLP1
Genes enriched in aberrant stem cell-like cluster,NPDC1
Genes enriched in aberrant stem cell-like cluster,IER3
Genes enriched in aberrant stem cell-like cluster,NOLC1
Genes enriched in aberrant stem cell-like cluster,PTMS
Genes enriched in aberrant stem cell-like cluster,HLA-E
Genes enriched in aberrant stem cell-like cluster,PTRH2
Genes enriched in aberrant stem cell-like cluster,ACIN1
Genes enriched in aberrant stem cell-like cluster,CLIC4
Genes enriched in aberrant stem cell-like cluster,CCDC59
Genes enriched in aberrant stem cell-like cluster,BOK
Genes enriched in aberrant stem cell-like cluster,PIN1
Genes enriched in aberrant stem cell-like cluster,RPL7
Genes enriched in aberrant stem cell-like cluster,ZFP36L1
Genes enriched in aberrant stem cell-like cluster,RPL37A
Genes enriched in aberrant stem cell-like cluster,PSMB10
Genes enriched in aberrant stem cell-like cluster,EIF5AL1
Genes enriched in aberrant stem cell-like cluster,PSMB9
Genes enriched in aberrant stem cell-like cluster,MED28
Genes enriched in aberrant stem cell-like cluster,SNRPA
Genes enriched in aberrant stem cell-like cluster,XAF1
Genes enriched in aberrant stem cell-like cluster,CTSD
Genes enriched in aberrant stem cell-like cluster,CYBA
Genes enriched in aberrant stem cell-like cluster,CCT2
Genes enriched in aberrant stem cell-like cluster,DDX24
Genes enriched in aberrant stem cell-like cluster,LARS1
Genes enriched in aberrant stem cell-like cluster,DENR
Genes enriched in aberrant stem cell-like cluster,PSMG4
Genes enriched in aberrant stem cell-like cluster,ATP6V1F
Genes enriched in aberrant stem cell-like cluster,PLA2G12A
Genes enriched in aberrant stem cell-like cluster,UBE2N
Genes enriched in aberrant stem cell-like cluster,ASS1
Genes enriched in aberrant stem cell-like cluster,LIPT2
Genes enriched in aberrant stem cell-like cluster,PHAX
Genes enriched in aberrant stem cell-like cluster,UBE2B
Genes enriched in aberrant stem cell-like cluster,SAP30
Genes enriched in aberrant stem cell-like cluster,POLR2G
Genes enriched in aberrant stem cell-like cluster,SMN2
Genes enriched in aberrant stem cell-like cluster,MRPL33
Genes enriched in aberrant stem cell-like cluster,ARPC1B
Genes enriched in aberrant stem cell-like cluster,METAP2
Genes enriched in aberrant stem cell-like cluster,SLC25A4
Genes enriched in aberrant stem cell-like cluster,SMARCC1
Genes enriched in aberrant stem cell-like cluster,MTDH
Genes enriched in aberrant stem cell-like cluster,NFKBIB
Genes enriched in aberrant stem cell-like cluster,RPL18A
Genes enriched in aberrant stem cell-like cluster,LY6D
Genes enriched in aberrant stem cell-like cluster,BRIX1
Genes enriched in aberrant stem cell-like cluster,LAMTOR1
Genes enriched in aberrant stem cell-like cluster,ALDOA
Genes enriched in aberrant stem cell-like cluster,STMP1
Genes enriched in aberrant stem cell-like cluster,BOLA2B
Genes enriched in aberrant stem cell-like cluster,PGLYRP1
Genes enriched in aberrant stem cell-like cluster,PTTG1
