term,gene
Genes enriched in stem/TA cells cluster,MCRIP2
Genes enriched in stem/TA cells cluster,RPS24
Genes enriched in stem/TA cells cluster,NDUFA5
Genes enriched in stem/TA cells cluster,TIMM9
Genes enriched in stem/TA cells cluster,RPL31
Genes enriched in stem/TA cells cluster,TIMM50
Genes enriched in stem/TA cells cluster,RPL7
Genes enriched in stem/TA cells cluster,RPL30
Genes enriched in stem/TA cells cluster,CENPA
Genes enriched in stem/TA cells cluster,HNRNPA2B1
Genes enriched in stem/TA cells cluster,METTL1
Genes enriched in stem/TA cells cluster,RPL37A
Genes enriched in stem/TA cells cluster,FGFBP1
Genes enriched in stem/TA cells cluster,EIF5AL1
Genes enriched in stem/TA cells cluster,DKC1
Genes enriched in stem/TA cells cluster,TUFM
Genes enriched in stem/TA cells cluster,NDUFA8
Genes enriched in stem/TA cells cluster,MRPL23
Genes enriched in stem/TA cells cluster,CBX1
Genes enriched in stem/TA cells cluster,CHCHD4
Genes enriched in stem/TA cells cluster,COX4I1
Genes enriched in stem/TA cells cluster,NDUFS3
Genes enriched in stem/TA cells cluster,NPM3
Genes enriched in stem/TA cells cluster,RNASEH2C
Genes enriched in stem/TA cells cluster,NOLC1
Genes enriched in stem/TA cells cluster,HACD1
Genes enriched in stem/TA cells cluster,RPL27
Genes enriched in stem/TA cells cluster,TOP2A
Genes enriched in stem/TA cells cluster,SUCLG1
Genes enriched in stem/TA cells cluster,RPS3
Genes enriched in stem/TA cells cluster,MRPS9
Genes enriched in stem/TA cells cluster,MRPS28
Genes enriched in stem/TA cells cluster,SRSF7
Genes enriched in stem/TA cells cluster,MAGOH
Genes enriched in stem/TA cells cluster,RFC2
Genes enriched in stem/TA cells cluster,MRPL18
Genes enriched in stem/TA cells cluster,ACP1
Genes enriched in stem/TA cells cluster,POP5
Genes enriched in stem/TA cells cluster,TUBA1B
Genes enriched in stem/TA cells cluster,RPLP1
Genes enriched in stem/TA cells cluster,GAR1
Genes enriched in stem/TA cells cluster,UQCRC2
Genes enriched in stem/TA cells cluster,ORC6
Genes enriched in stem/TA cells cluster,RPL14
Genes enriched in stem/TA cells cluster,NDUFB11
Genes enriched in stem/TA cells cluster,PARK7
Genes enriched in stem/TA cells cluster,NUDCD2
Genes enriched in stem/TA cells cluster,RBP7
Genes enriched in stem/TA cells cluster,SSBP1
Genes enriched in stem/TA cells cluster,NXT1
Genes enriched in stem/TA cells cluster,DMBT1
Genes enriched in stem/TA cells cluster,PPIF
Genes enriched in stem/TA cells cluster,TIMM10
Genes enriched in stem/TA cells cluster,POLD2
Genes enriched in stem/TA cells cluster,MAPK13
Genes enriched in stem/TA cells cluster,REXO2
Genes enriched in stem/TA cells cluster,CCDC34
Genes enriched in stem/TA cells cluster,NSMCE4A
Genes enriched in stem/TA cells cluster,MTCH2
Genes enriched in stem/TA cells cluster,SOCS2
Genes enriched in stem/TA cells cluster,SLBP
Genes enriched in stem/TA cells cluster,EXOSC8
Genes enriched in stem/TA cells cluster,CD81
Genes enriched in stem/TA cells cluster,RPL10A
Genes enriched in stem/TA cells cluster,SNRPB
Genes enriched in stem/TA cells cluster,SMIM36
Genes enriched in stem/TA cells cluster,NDUFB6
Genes enriched in stem/TA cells cluster,POLR1D
Genes enriched in stem/TA cells cluster,PRDX4
Genes enriched in stem/TA cells cluster,LSM3
Genes enriched in stem/TA cells cluster,SF3B5
Genes enriched in stem/TA cells cluster,PABPC3
Genes enriched in stem/TA cells cluster,FMC1
Genes enriched in stem/TA cells cluster,LMNB1
Genes enriched in stem/TA cells cluster,EMG1
Genes enriched in stem/TA cells cluster,GMNN
Genes enriched in stem/TA cells cluster,CDK4
Genes enriched in stem/TA cells cluster,LSM2
Genes enriched in stem/TA cells cluster,RPS7
Genes enriched in stem/TA cells cluster,ZFP36L2
Genes enriched in stem/TA cells cluster,RPS19
Genes enriched in stem/TA cells cluster,PCLAF
Genes enriched in stem/TA cells cluster,LIG1
Genes enriched in stem/TA cells cluster,TMEM97
Genes enriched in stem/TA cells cluster,TSPAN8
Genes enriched in stem/TA cells cluster,LAGE3
Genes enriched in stem/TA cells cluster,RPL22L1
Genes enriched in stem/TA cells cluster,MRPL15
Genes enriched in stem/TA cells cluster,CCNA2
Genes enriched in stem/TA cells cluster,MRPL13
Genes enriched in stem/TA cells cluster,STOML2
Genes enriched in stem/TA cells cluster,LSM8
Genes enriched in stem/TA cells cluster,COA3
Genes enriched in stem/TA cells cluster,DNAJC2
Genes enriched in stem/TA cells cluster,RPS16
Genes enriched in stem/TA cells cluster,DTYMK
Genes enriched in stem/TA cells cluster,RPS5
Genes enriched in stem/TA cells cluster,TXN2
Genes enriched in stem/TA cells cluster,ALDH1B1
Genes enriched in stem/TA cells cluster,CCND2
Genes enriched in stem/TA cells cluster,GCSH
Genes enriched in stem/TA cells cluster,NOP10
Genes enriched in stem/TA cells cluster,CENPW
Genes enriched in stem/TA cells cluster,DHRS4L2
Genes enriched in stem/TA cells cluster,HSD17B10
Genes enriched in stem/TA cells cluster,CDCA8
Genes enriched in stem/TA cells cluster,COTL1
Genes enriched in stem/TA cells cluster,SARNP
Genes enriched in stem/TA cells cluster,RPL34
Genes enriched in stem/TA cells cluster,RPL37
Genes enriched in stem/TA cells cluster,RPL18A
Genes enriched in stem/TA cells cluster,CYC1
Genes enriched in stem/TA cells cluster,TIMM23
Genes enriched in stem/TA cells cluster,CSRP2
Genes enriched in stem/TA cells cluster,TSFM
Genes enriched in stem/TA cells cluster,MCEE
Genes enriched in stem/TA cells cluster,DDX39B
Genes enriched in stem/TA cells cluster,CHCHD1
Genes enriched in stem/TA cells cluster,CDO1
Genes enriched in stem/TA cells cluster,SMC6
Genes enriched in stem/TA cells cluster,NDUFAB1
Genes enriched in stem/TA cells cluster,USP1
Genes enriched in stem/TA cells cluster,PYCARD
Genes enriched in stem/TA cells cluster,TMEM147
Genes enriched in stem/TA cells cluster,KIF23
Genes enriched in stem/TA cells cluster,COX8A
Genes enriched in stem/TA cells cluster,MRPS18B
Genes enriched in stem/TA cells cluster,HELLS
Genes enriched in stem/TA cells cluster,SLC12A2
Genes enriched in stem/TA cells cluster,NUTF2
Genes enriched in stem/TA cells cluster,COX7A2L
Genes enriched in stem/TA cells cluster,RPL22
Genes enriched in stem/TA cells cluster,ARL6IP1
Genes enriched in stem/TA cells cluster,MRPL21
Genes enriched in stem/TA cells cluster,CDCA7
Genes enriched in stem/TA cells cluster,ACAT1
Genes enriched in stem/TA cells cluster,EIF3F
Genes enriched in stem/TA cells cluster,PRC1
Genes enriched in stem/TA cells cluster,NDUFAF4
Genes enriched in stem/TA cells cluster,EXOSC7
Genes enriched in stem/TA cells cluster,SSNA1
Genes enriched in stem/TA cells cluster,HNRNPAB
Genes enriched in stem/TA cells cluster,KCNE3
Genes enriched in stem/TA cells cluster,GLRX3
Genes enriched in stem/TA cells cluster,BANF1
Genes enriched in stem/TA cells cluster,HMGB2
Genes enriched in stem/TA cells cluster,EEF1A1
Genes enriched in stem/TA cells cluster,MRPL2
Genes enriched in stem/TA cells cluster,TUBB4B
Genes enriched in stem/TA cells cluster,CDCA3
Genes enriched in stem/TA cells cluster,PTGES3
Genes enriched in stem/TA cells cluster,RPL35A
Genes enriched in stem/TA cells cluster,DUT
Genes enriched in stem/TA cells cluster,MRPL24
Genes enriched in stem/TA cells cluster,SMYD2
Genes enriched in stem/TA cells cluster,MRPS12
Genes enriched in stem/TA cells cluster,RPS8
Genes enriched in stem/TA cells cluster,NDUFS2
Genes enriched in stem/TA cells cluster,ETFA
Genes enriched in stem/TA cells cluster,C1orf131
Genes enriched in stem/TA cells cluster,RPS25
Genes enriched in stem/TA cells cluster,TSN
Genes enriched in stem/TA cells cluster,CENPF
Genes enriched in stem/TA cells cluster,GADD45GIP1
Genes enriched in stem/TA cells cluster,KCNN4
Genes enriched in stem/TA cells cluster,CACYBP
Genes enriched in stem/TA cells cluster,PCBP1
Genes enriched in stem/TA cells cluster,RPS28
Genes enriched in stem/TA cells cluster,RPS6
Genes enriched in stem/TA cells cluster,POLR2H
Genes enriched in stem/TA cells cluster,NACA
Genes enriched in stem/TA cells cluster,WDR83OS
Genes enriched in stem/TA cells cluster,GPX1
Genes enriched in stem/TA cells cluster,NDUFB5
Genes enriched in stem/TA cells cluster,LSM4
Genes enriched in stem/TA cells cluster,RPL27A
Genes enriched in stem/TA cells cluster,PHB2
Genes enriched in stem/TA cells cluster,PSMA5
Genes enriched in stem/TA cells cluster,RPL8
Genes enriched in stem/TA cells cluster,NSA2
Genes enriched in stem/TA cells cluster,MRPL34
Genes enriched in stem/TA cells cluster,SNRPF
Genes enriched in stem/TA cells cluster,RPL32
Genes enriched in stem/TA cells cluster,PYCR3
Genes enriched in stem/TA cells cluster,HINT1
Genes enriched in stem/TA cells cluster,MRPL28
Genes enriched in stem/TA cells cluster,BDH1
Genes enriched in stem/TA cells cluster,RPS2
Genes enriched in stem/TA cells cluster,HDGF
Genes enriched in stem/TA cells cluster,HSPA9
Genes enriched in stem/TA cells cluster,RPL28
Genes enriched in stem/TA cells cluster,RPL18
Genes enriched in stem/TA cells cluster,COX5B
Genes enriched in stem/TA cells cluster,FH
Genes enriched in stem/TA cells cluster,CUTA
Genes enriched in stem/TA cells cluster,RPS20
Genes enriched in stem/TA cells cluster,CLUH
Genes enriched in stem/TA cells cluster,RPS11
Genes enriched in stem/TA cells cluster,C1orf174
Genes enriched in stem/TA cells cluster,TFRC
Genes enriched in stem/TA cells cluster,MRPL4
Genes enriched in stem/TA cells cluster,CNBP
Genes enriched in stem/TA cells cluster,RPL26
Genes enriched in stem/TA cells cluster,MRTO4
Genes enriched in stem/TA cells cluster,MRPL37
Genes enriched in stem/TA cells cluster,TOMM40
Genes enriched in stem/TA cells cluster,CDK2AP2
Genes enriched in stem/TA cells cluster,MRPS15
Genes enriched in stem/TA cells cluster,ERH
Genes enriched in stem/TA cells cluster,NOP58
Genes enriched in stem/TA cells cluster,NAXE
Genes enriched in stem/TA cells cluster,RPS14
Genes enriched in stem/TA cells cluster,DNAJC9
Genes enriched in stem/TA cells cluster,NOP16
Genes enriched in stem/TA cells cluster,RFC4
Genes enriched in stem/TA cells cluster,MRPS5
Genes enriched in stem/TA cells cluster,HOOK1
Genes enriched in stem/TA cells cluster,AHSA1
Genes enriched in stem/TA cells cluster,RPS27
Genes enriched in stem/TA cells cluster,NCL
Genes enriched in stem/TA cells cluster,LSM6
Genes enriched in stem/TA cells cluster,RPL15
Genes enriched in stem/TA cells cluster,RPS13
Genes enriched in stem/TA cells cluster,RPS26
Genes enriched in stem/TA cells cluster,TRMT112
Genes enriched in stem/TA cells cluster,MRPL42
Genes enriched in stem/TA cells cluster,KNSTRN
Genes enriched in stem/TA cells cluster,MRPL35
Genes enriched in stem/TA cells cluster,SMC4
Genes enriched in stem/TA cells cluster,RPL6
Genes enriched in stem/TA cells cluster,FBL
Genes enriched in stem/TA cells cluster,DPY30
Genes enriched in stem/TA cells cluster,RPS9
Genes enriched in stem/TA cells cluster,TK1
Genes enriched in stem/TA cells cluster,LYAR
Genes enriched in stem/TA cells cluster,TOMM20
Genes enriched in stem/TA cells cluster,C16orf91
Genes enriched in stem/TA cells cluster,RPL23A
Genes enriched in stem/TA cells cluster,NHP2
Genes enriched in stem/TA cells cluster,PABPC1
Genes enriched in stem/TA cells cluster,KRTCAP2
Genes enriched in stem/TA cells cluster,ATIC
Genes enriched in stem/TA cells cluster,MECR
Genes enriched in stem/TA cells cluster,EIF3E
Genes enriched in stem/TA cells cluster,EEF1B2
Genes enriched in stem/TA cells cluster,YBX1
Genes enriched in stem/TA cells cluster,CDK1
Genes enriched in stem/TA cells cluster,RP9
Genes enriched in stem/TA cells cluster,NDUFS7
Genes enriched in stem/TA cells cluster,SNRPA1
Genes enriched in stem/TA cells cluster,ANP32D
Genes enriched in stem/TA cells cluster,BIRC5
Genes enriched in stem/TA cells cluster,SMC3
Genes enriched in stem/TA cells cluster,NDUFC2-KCTD14
Genes enriched in stem/TA cells cluster,NDUFC2
Genes enriched in stem/TA cells cluster,GSTP1
Genes enriched in stem/TA cells cluster,BZW2
Genes enriched in stem/TA cells cluster,NDUFA10
Genes enriched in stem/TA cells cluster,HPF1
Genes enriched in stem/TA cells cluster,CKS1B
Genes enriched in stem/TA cells cluster,STMN1
Genes enriched in stem/TA cells cluster,BTF3
Genes enriched in stem/TA cells cluster,RPS23
Genes enriched in stem/TA cells cluster,BCL7C
Genes enriched in stem/TA cells cluster,NASP
Genes enriched in stem/TA cells cluster,MRPS16
Genes enriched in stem/TA cells cluster,PA2G4
Genes enriched in stem/TA cells cluster,FUBP1
Genes enriched in stem/TA cells cluster,DCTPP1
Genes enriched in stem/TA cells cluster,RANGRF
Genes enriched in stem/TA cells cluster,G3BP1
Genes enriched in stem/TA cells cluster,CENPE
Genes enriched in stem/TA cells cluster,MRPS35
Genes enriched in stem/TA cells cluster,SLC25A39
Genes enriched in stem/TA cells cluster,MPC2
Genes enriched in stem/TA cells cluster,MRPL38
Genes enriched in stem/TA cells cluster,BZW1
Genes enriched in stem/TA cells cluster,TSEN34
Genes enriched in stem/TA cells cluster,ABHD14A
Genes enriched in stem/TA cells cluster,COX20
Genes enriched in stem/TA cells cluster,HNRNPU
Genes enriched in stem/TA cells cluster,MRPS14
Genes enriched in stem/TA cells cluster,GFER
Genes enriched in stem/TA cells cluster,NUCKS1
Genes enriched in stem/TA cells cluster,RPL19
Genes enriched in stem/TA cells cluster,ELOF1
Genes enriched in stem/TA cells cluster,PRIM1
Genes enriched in stem/TA cells cluster,MRPL12
Genes enriched in stem/TA cells cluster,RPL4
Genes enriched in stem/TA cells cluster,RPSAP58
Genes enriched in stem/TA cells cluster,RPSA
Genes enriched in stem/TA cells cluster,DNAJC19
Genes enriched in stem/TA cells cluster,ENY2
Genes enriched in stem/TA cells cluster,NFU1
Genes enriched in stem/TA cells cluster,MRPL30
Genes enriched in stem/TA cells cluster,RACK1
Genes enriched in stem/TA cells cluster,TOMM7
Genes enriched in stem/TA cells cluster,LSM7
Genes enriched in stem/TA cells cluster,BOLA3
Genes enriched in stem/TA cells cluster,ISYNA1
Genes enriched in stem/TA cells cluster,ABHD11
Genes enriched in stem/TA cells cluster,SNRPE
Genes enriched in stem/TA cells cluster,CREG1
Genes enriched in stem/TA cells cluster,EEF1D
Genes enriched in stem/TA cells cluster,NUDT21
Genes enriched in stem/TA cells cluster,HSPE1
Genes enriched in stem/TA cells cluster,ATP5PD
Genes enriched in stem/TA cells cluster,NDUFA12
Genes enriched in stem/TA cells cluster,SETSIP
Genes enriched in stem/TA cells cluster,ANAPC11
Genes enriched in stem/TA cells cluster,TCEA3
Genes enriched in stem/TA cells cluster,ANP32E
Genes enriched in stem/TA cells cluster,NAA38
Genes enriched in stem/TA cells cluster,RPL13
Genes enriched in stem/TA cells cluster,IMPDH2
Genes enriched in stem/TA cells cluster,THOC7
Genes enriched in stem/TA cells cluster,CPS1
Genes enriched in stem/TA cells cluster,EIF5A
Genes enriched in stem/TA cells cluster,SNRPD2
Genes enriched in stem/TA cells cluster,CBX5
Genes enriched in stem/TA cells cluster,FAM136A
Genes enriched in stem/TA cells cluster,MYB
Genes enriched in stem/TA cells cluster,EIF3H
Genes enriched in stem/TA cells cluster,SPC24
Genes enriched in stem/TA cells cluster,PPP1CC
Genes enriched in stem/TA cells cluster,SRI
Genes enriched in stem/TA cells cluster,SFPQ
Genes enriched in stem/TA cells cluster,RPL24
Genes enriched in stem/TA cells cluster,NME2
Genes enriched in stem/TA cells cluster,HIKESHI
Genes enriched in stem/TA cells cluster,PHB
Genes enriched in stem/TA cells cluster,ASF1B
Genes enriched in stem/TA cells cluster,CDC20
Genes enriched in stem/TA cells cluster,MRPS22
Genes enriched in stem/TA cells cluster,NUDC
Genes enriched in stem/TA cells cluster,RNF186
Genes enriched in stem/TA cells cluster,RPL29
Genes enriched in stem/TA cells cluster,EIF3K
Genes enriched in stem/TA cells cluster,GKN3P
Genes enriched in stem/TA cells cluster,ATP5MC3
Genes enriched in stem/TA cells cluster,NUDT19
Genes enriched in stem/TA cells cluster,CFTR
Genes enriched in stem/TA cells cluster,SSB
Genes enriched in stem/TA cells cluster,MRPS24
Genes enriched in stem/TA cells cluster,SERBP1
Genes enriched in stem/TA cells cluster,PRDX6
Genes enriched in stem/TA cells cluster,HSP90B1
Genes enriched in stem/TA cells cluster,ATP5MC2
Genes enriched in stem/TA cells cluster,HNRNPA3
Genes enriched in stem/TA cells cluster,RPS15
Genes enriched in stem/TA cells cluster,DYNLL2
Genes enriched in stem/TA cells cluster,EIF3I
Genes enriched in stem/TA cells cluster,MLEC
Genes enriched in enterocytes cluster,MT-CO1
Genes enriched in enterocytes cluster,MT-ATP6
Genes enriched in enterocytes cluster,MT-CO2
Genes enriched in enterocytes cluster,MT-ND4
Genes enriched in enterocytes cluster,MT-ATP8
Genes enriched in enterocytes cluster,MT-ND1
Genes enriched in enterocytes cluster,MT-CYB
Genes enriched in enterocytes cluster,MT-ND3
Genes enriched in enterocytes cluster,MT-ND4L
Genes enriched in enterocytes cluster,MT-ND5
Genes enriched in enterocytes cluster,MT-CO3
Genes enriched in enterocytes cluster,NUDT5
Genes enriched in enterocytes cluster,PGRMC1
Genes enriched in enterocytes cluster,PHYH
Genes enriched in enterocytes cluster,LMO7
Genes enriched in enterocytes cluster,RBM47
Genes enriched in enterocytes cluster,ACAA2
Genes enriched in enterocytes cluster,CTAGE1
Genes enriched in enterocytes cluster,AK3
Genes enriched in enterocytes cluster,DSTN
Genes enriched in enterocytes cluster,APP
Genes enriched in enterocytes cluster,NDUFV3
Genes enriched in enterocytes cluster,ATP5ME
Genes enriched in enterocytes cluster,WDR1
Genes enriched in enterocytes cluster,IFNGR2
Genes enriched in enterocytes cluster,CBR1
Genes enriched in enterocytes cluster,OPTN
Genes enriched in enterocytes cluster,PIN4
Genes enriched in enterocytes cluster,SRSF5
Genes enriched in enterocytes cluster,SLC5A1
Genes enriched in enterocytes cluster,RNF128
Genes enriched in enterocytes cluster,CRYL1
Genes enriched in enterocytes cluster,ADA
Genes enriched in enterocytes cluster,GGTLC1
Genes enriched in enterocytes cluster,GGT2
Genes enriched in enterocytes cluster,GGTLC3
Genes enriched in enterocytes cluster,NRIP1
Genes enriched in enterocytes cluster,SON
Genes enriched in enterocytes cluster,S100G
Genes enriched in enterocytes cluster,CNDP2
Genes enriched in enterocytes cluster,TSC22D1
Genes enriched in enterocytes cluster,RFK
Genes enriched in enterocytes cluster,DHRS1
Genes enriched in enterocytes cluster,SLC6A8
Genes enriched in enterocytes cluster,IRF2
Genes enriched in enterocytes cluster,CYCS
Genes enriched in enterocytes cluster,AMN
Genes enriched in enterocytes cluster,GALNT1
Genes enriched in enterocytes cluster,SOD1
Genes enriched in enterocytes cluster,UPP1
Genes enriched in enterocytes cluster,SLC27A4
Genes enriched in enterocytes cluster,GGT1
Genes enriched in enterocytes cluster,ITPK1
Genes enriched in enterocytes cluster,PNP
Genes enriched in enterocytes cluster,TES
Genes enriched in enterocytes cluster,STK38
Genes enriched in enterocytes cluster,MEP1B
Genes enriched in enterocytes cluster,ATP8B1
Genes enriched in enterocytes cluster,SLC6A19
Genes enriched in enterocytes cluster,LASP1
Genes enriched in enterocytes cluster,SRPK1
Genes enriched in enterocytes cluster,CHMP5
Genes enriched in enterocytes cluster,GGNBP2
Genes enriched in enterocytes cluster,CD2AP
Genes enriched in enterocytes cluster,CHKA
Genes enriched in enterocytes cluster,ITM2B
Genes enriched in enterocytes cluster,MS4A10
Genes enriched in enterocytes cluster,KLF4
Genes enriched in enterocytes cluster,REEP3
Genes enriched in enterocytes cluster,NDUFA1
Genes enriched in enterocytes cluster,BAIAP2L2
Genes enriched in enterocytes cluster,DSG2
Genes enriched in enterocytes cluster,DERA
Genes enriched in enterocytes cluster,TCF7L2
Genes enriched in enterocytes cluster,ARL4A
Genes enriched in enterocytes cluster,DDC
Genes enriched in enterocytes cluster,DHRS11
Genes enriched in enterocytes cluster,GSTO1
Genes enriched in enterocytes cluster,GDA
Genes enriched in enterocytes cluster,VPS4B
Genes enriched in enterocytes cluster,EPS8
Genes enriched in enterocytes cluster,MYO1D
Genes enriched in enterocytes cluster,MAPK1
Genes enriched in enterocytes cluster,SDCBP2
Genes enriched in enterocytes cluster,VAPA
Genes enriched in enterocytes cluster,ONECUT2
Genes enriched in enterocytes cluster,SEC31A
Genes enriched in enterocytes cluster,SULT1B1
Genes enriched in enterocytes cluster,GPD1
Genes enriched in enterocytes cluster,DLST
Genes enriched in enterocytes cluster,TCN2
Genes enriched in enterocytes cluster,SMIM22
Genes enriched in enterocytes cluster,KLF3
Genes enriched in enterocytes cluster,PLXNB2
Genes enriched in enterocytes cluster,MISP
Genes enriched in enterocytes cluster,CCDC25
Genes enriched in enterocytes cluster,GATA6
Genes enriched in enterocytes cluster,EPB41L3
Genes enriched in enterocytes cluster,ACE2
Genes enriched in enterocytes cluster,LPCAT3
Genes enriched in enterocytes cluster,C11orf54
Genes enriched in enterocytes cluster,SDCBP
Genes enriched in enterocytes cluster,ENO1
Genes enriched in enterocytes cluster,PAPSS2
Genes enriched in enterocytes cluster,LGALS3
Genes enriched in enterocytes cluster,TMEM160
Genes enriched in enterocytes cluster,OS9
Genes enriched in enterocytes cluster,CYP3A5
Genes enriched in enterocytes cluster,CYP3A7
Genes enriched in enterocytes cluster,ANXA4
Genes enriched in enterocytes cluster,PEPD
Genes enriched in enterocytes cluster,VMP1
Genes enriched in enterocytes cluster,B4GALNT1
Genes enriched in enterocytes cluster,MAOA
Genes enriched in enterocytes cluster,NET1
Genes enriched in enterocytes cluster,SPTBN1
Genes enriched in enterocytes cluster,ADIPOR2
Genes enriched in enterocytes cluster,FABP1
Genes enriched in enterocytes cluster,IRF7
Genes enriched in enterocytes cluster,COX7A1
Genes enriched in enterocytes cluster,CRIP1
Genes enriched in enterocytes cluster,NUCB1
Genes enriched in enterocytes cluster,SURF4
Genes enriched in enterocytes cluster,RAB8A
Genes enriched in enterocytes cluster,ATXN7L3B
Genes enriched in enterocytes cluster,NIPBL
Genes enriched in enterocytes cluster,ENPP3
Genes enriched in enterocytes cluster,GNA11
Genes enriched in enterocytes cluster,EPHX2
Genes enriched in enterocytes cluster,FMC1-LUC7L2
Genes enriched in enterocytes cluster,LUC7L2
Genes enriched in enterocytes cluster,SI
Genes enriched in enterocytes cluster,HLA-DQB2
Genes enriched in enterocytes cluster,PLIN3
Genes enriched in enterocytes cluster,RPS6KA1
Genes enriched in enterocytes cluster,PTPRF
Genes enriched in enterocytes cluster,PLCB3
Genes enriched in enterocytes cluster,PRDX5
Genes enriched in enterocytes cluster,OXCT1
Genes enriched in enterocytes cluster,SELENOP
Genes enriched in enterocytes cluster,LAP3
Genes enriched in enterocytes cluster,GNG12
Genes enriched in enterocytes cluster,PFKP
Genes enriched in enterocytes cluster,RAB1A
Genes enriched in enterocytes cluster,PPP1R14D
Genes enriched in enterocytes cluster,ANPEP
Genes enriched in enterocytes cluster,SLC9A3R1
Genes enriched in enterocytes cluster,GALNT6
Genes enriched in enterocytes cluster,AOC1
Genes enriched in enterocytes cluster,CKMT1B
Genes enriched in enterocytes cluster,CKMT1A
Genes enriched in enterocytes cluster,MYO1A
Genes enriched in enterocytes cluster,ZFP36
Genes enriched in enterocytes cluster,C6orf62
Genes enriched in enterocytes cluster,ALDOB
Genes enriched in enterocytes cluster,CTSD
Genes enriched in enterocytes cluster,TMEM253
Genes enriched in enterocytes cluster,GUCA2B
Genes enriched in enterocytes cluster,TREH
Genes enriched in enterocytes cluster,GIPC2
Genes enriched in enterocytes cluster,CD82
Genes enriched in enterocytes cluster,NDUFA13
Genes enriched in enterocytes cluster,UGDH
Genes enriched in enterocytes cluster,CDHR5
Genes enriched in enterocytes cluster,MTTP
Genes enriched in enterocytes cluster,HADH
Genes enriched in enterocytes cluster,TCIM
Genes enriched in enterocytes cluster,HTATIP2
Genes enriched in enterocytes cluster,ACSL5
Genes enriched in enterocytes cluster,ST3GAL4
Genes enriched in enterocytes cluster,LTA4H
Genes enriched in enterocytes cluster,HNF4G
Genes enriched in enterocytes cluster,GPI
Genes enriched in enterocytes cluster,TMPRSS4
Genes enriched in enterocytes cluster,CTAGE6
Genes enriched in enterocytes cluster,PNISR
Genes enriched in enterocytes cluster,LAMP1
Genes enriched in enterocytes cluster,APOB
Genes enriched in enterocytes cluster,SLC13A1
Genes enriched in enterocytes cluster,MGAM
Genes enriched in enterocytes cluster,EDF1
Genes enriched in enterocytes cluster,CTNNA1
Genes enriched in enterocytes cluster,TMBIM6
Genes enriched in enterocytes cluster,APOL3
Genes enriched in enterocytes cluster,APOL4
Genes enriched in enterocytes cluster,APOL2
Genes enriched in enterocytes cluster,APOL1
Genes enriched in enterocytes cluster,SMIM24
Genes enriched in enterocytes cluster,MGAT4A
Genes enriched in enterocytes cluster,CLDN15
Genes enriched in enterocytes cluster,DYNC1H1
Genes enriched in enterocytes cluster,TSPAN3
Genes enriched in enterocytes cluster,HADHA
Genes enriched in enterocytes cluster,ABCD3
Genes enriched in enterocytes cluster,CORO1B
Genes enriched in enterocytes cluster,NDFIP2
Genes enriched in enterocytes cluster,PRKCA
Genes enriched in enterocytes cluster,REG1A
Genes enriched in enterocytes cluster,CST6
Genes enriched in enterocytes cluster,TSPAN15
Genes enriched in enterocytes cluster,SCP2
Genes enriched in enterocytes cluster,DGAT1
Genes enriched in enterocytes cluster,PNPLA2
Genes enriched in enterocytes cluster,IFRD1
Genes enriched in enterocytes cluster,RAB1B
Genes enriched in enterocytes cluster,SPTAN1
Genes enriched in enterocytes cluster,TPM1
Genes enriched in enterocytes cluster,SERPINB6
Genes enriched in enterocytes cluster,RAB5C
Genes enriched in enterocytes cluster,IGSF23
Genes enriched in enterocytes cluster,TJP3
Genes enriched in enterocytes cluster,ALDH2
Genes enriched in enterocytes cluster,CLCA4
Genes enriched in enterocytes cluster,XDH
Genes enriched in enterocytes cluster,CDH17
Genes enriched in enterocytes cluster,HLA-E
Genes enriched in enterocytes cluster,SERPINB1
Genes enriched in enterocytes cluster,HAGH
Genes enriched in enterocytes cluster,NEURL3
Genes enriched in enterocytes cluster,SLC31A1
Genes enriched in enterocytes cluster,CTNNB1
Genes enriched in enterocytes cluster,SGPP2
Genes enriched in enterocytes cluster,CBLC
Genes enriched in enterocytes cluster,TOB1
Genes enriched in enterocytes cluster,SFXN1
Genes enriched in enterocytes cluster,CDKN1A
Genes enriched in enterocytes cluster,TM6SF2
Genes enriched in enterocytes cluster,NPC1L1
Genes enriched in enterocytes cluster,PNRC1
Genes enriched in enterocytes cluster,CYP4F2
Genes enriched in enterocytes cluster,CKB
Genes enriched in enterocytes cluster,ACTB
Genes enriched in enterocytes cluster,GLRX
Genes enriched in enterocytes cluster,TRIM31
Genes enriched in enterocytes cluster,AGPAT2
Genes enriched in enterocytes cluster,PNN
Genes enriched in enterocytes cluster,HNF4A
Genes enriched in enterocytes cluster,LETM1
Genes enriched in enterocytes cluster,RRBP1
Genes enriched in enterocytes cluster,GGTLC2
Genes enriched in enterocytes cluster,DHCR24
Genes enriched in enterocytes cluster,PSMB10
Genes enriched in enterocytes cluster,IFI35
Genes enriched in enterocytes cluster,ZNF511-PRAP1
Genes enriched in enterocytes cluster,PRAP1
Genes enriched in enterocytes cluster,CYB5R3
Genes enriched in enterocytes cluster,GNA13
Genes enriched in enterocytes cluster,NOSTRIN
Genes enriched in enterocytes cluster,SECTM1
Genes enriched in enterocytes cluster,CDHR2
Genes enriched in enterocytes cluster,HDLBP
Genes enriched in enterocytes cluster,CEACAM20
Genes enriched in enterocytes cluster,FAHD1
Genes enriched in enterocytes cluster,SFN
Genes enriched in enterocytes cluster,MOCS2
